GRSM3,GRSM4,HARV1,HARV4,LENO1,LENO2,LENO3,LENO4,OSBS1,OSBS2,SCBI1,UNDE3,WREF2,WREF4
0.084190434,0.087626265,0.076677747,0.072744327,0.11164645,0.090038352,0.082500163,0.074067169,0.083459363,0.057013013,0.100249599,0.088656172,0.037920655,0.072486079
0.081932429,0.083785217,0.070555981,0.066855909,0.103856385,0.084354682,0.077692263,0.069675438,0.080557614,0.055198005,0.094834434,0.081376813,0.036534126,0.0669485
0.079674424,0.07994417,0.064434216,0.060967492,0.096066319,0.078671012,0.072884364,0.065283708,0.077655864,0.053382998,0.089419268,0.074097455,0.035147598,0.06141092
0.077416419,0.076103122,0.05831245,0.055079074,0.088276254,0.072987342,0.068076464,0.060891977,0.074754115,0.05156799,0.084004103,0.066818096,0.033761069,0.055873341
0.075158413,0.072262075,0.052190685,0.049190657,0.080486189,0.067303672,0.063268564,0.056500246,0.071852366,0.049752982,0.078588938,0.059538737,0.032374541,0.050335762
0.072900408,0.068421027,0.046068919,0.043302239,0.072696124,0.061620002,0.058460664,0.052108515,0.068950617,0.047937974,0.073173773,0.052259378,0.030988012,0.044798183
0.070642403,0.06457998,0.039947154,0.037413822,0.064906058,0.055936332,0.053652765,0.047716785,0.066048867,0.046122967,0.067758607,0.04498002,0.029601484,0.039260603
0.068384398,0.060738932,0.033825388,0.031525404,0.057115993,0.050252662,0.048844865,0.043325054,0.063147118,0.044307959,0.062343442,0.037700661,0.028214955,0.033723024
0.068346634,0.058301338,0.032649868,0.030478485,0.054485523,0.048192165,0.047052324,0.041608366,0.06040206,0.042231182,0.059982219,0.036230166,0.027360659,0.032388224
0.068308871,0.055863744,0.031474348,0.029431565,0.051855053,0.046131668,0.045259784,0.039891678,0.057657002,0.040154405,0.057620996,0.03475967,0.026506364,0.031053424
0.068271107,0.05342615,0.030298828,0.028384646,0.049224583,0.044071172,0.043467243,0.03817499,0.054911945,0.038077628,0.055259773,0.033289175,0.025652068,0.029718624
0.068233344,0.050988556,0.029123307,0.027337726,0.046594113,0.042010675,0.041674703,0.036458302,0.052166887,0.036000851,0.052898551,0.031818679,0.024797773,0.028383825
0.06819558,0.048550962,0.027947787,0.026290807,0.043963643,0.039950178,0.039882162,0.034741614,0.049421829,0.033924074,0.050537328,0.030348184,0.023943477,0.027049025
0.068157816,0.046113368,0.026772267,0.025243887,0.041333173,0.037889681,0.038089622,0.033024926,0.046676771,0.031847296,0.048176105,0.028877688,0.023089182,0.025714225
0.068120053,0.043675773,0.025596747,0.024196968,0.038702702,0.035829184,0.036297081,0.031308238,0.043931714,0.029770519,0.045814882,0.027407193,0.022234886,0.024379425
0.068082289,0.041238179,0.024421227,0.023150049,0.036072232,0.033768687,0.03450454,0.02959155,0.041186656,0.027693742,0.043453659,0.025936697,0.02138059,0.023044625
0.068044526,0.038800585,0.023245706,0.022103129,0.033441762,0.03170819,0.032712,0.027874862,0.038441598,0.025616965,0.041092436,0.024466201,0.020526295,0.021709825
0.068006762,0.036362991,0.022070186,0.02105621,0.030811292,0.029647694,0.030919459,0.026158174,0.03569654,0.023540188,0.038731214,0.022995706,0.019671999,0.020375026
0.067968999,0.033925397,0.020894666,0.02000929,0.028180822,0.027587197,0.029126919,0.024441486,0.032951483,0.021463411,0.036369991,0.021525211,0.018817704,0.019040226
0.067931235,0.031487803,0.019719146,0.018962371,0.025550352,0.0255267,0.027334378,0.022724798,0.030206425,0.019386634,0.034008768,0.020054715,0.017963408,0.017705426
0.06788128,0.031293612,0.019461828,0.019157564,0.025123363,0.025535344,0.026438972,0.022522163,0.030938729,0.018883503,0.034488083,0.020354781,0.018165074,0.017678915
0.067831324,0.03109942,0.019204511,0.019352758,0.024696373,0.025543988,0.025543567,0.022319528,0.031671032,0.018380372,0.034967399,0.020654846,0.01836674,0.017652404
0.067781369,0.030905229,0.018947193,0.019547951,0.024269384,0.025552632,0.024648161,0.022116893,0.032403336,0.017877241,0.035446714,0.020954912,0.018568406,0.017625893
0.067731414,0.030711038,0.018689876,0.019743145,0.023842394,0.025561277,0.023752756,0.021914257,0.03313564,0.017374111,0.03592603,0.021254978,0.018770071,0.017599382
0.067681459,0.030516847,0.018432558,0.019938338,0.023415405,0.025569921,0.02285735,0.021711622,0.033867944,0.01687098,0.036405345,0.021555044,0.018971737,0.017572871
0.067631503,0.030322655,0.018175241,0.020133532,0.022988415,0.025578565,0.021961945,0.021508987,0.034600247,0.016367849,0.036884661,0.021855109,0.019173403,0.01754636
0.067581548,0.030128464,0.017917923,0.020328725,0.022561426,0.025587209,0.021066539,0.021306352,0.035332551,0.015864718,0.037363976,0.022155175,0.019375069,0.017519849
0.066434641,0.032785209,0.019539639,0.021087452,0.022346019,0.026240342,0.021927548,0.021880909,0.032631519,0.015264956,0.042661072,0.02307065,0.018284249,0.016778956
0.065287734,0.035441955,0.021161355,0.021846179,0.022130612,0.026893474,0.022788557,0.022455466,0.029930487,0.014665195,0.047958168,0.023986125,0.017193429,0.016038063
0.064140827,0.0380987,0.022783071,0.022604906,0.021915205,0.027546607,0.023649566,0.023030023,0.027229455,0.014065433,0.053255264,0.0249016,0.016102609,0.01529717
0.062993919,0.040755445,0.024404787,0.023363632,0.021699798,0.028199739,0.024510575,0.02360458,0.024528424,0.013465671,0.05855236,0.025817074,0.01501179,0.014556276
0.061847012,0.04341219,0.026026503,0.024122359,0.021484391,0.028852872,0.025371584,0.024179137,0.021827392,0.012865909,0.063849456,0.026732549,0.01392097,0.013815383
0.060700105,0.046068936,0.027648219,0.024881086,0.021268984,0.029506004,0.026232593,0.024753694,0.01912636,0.012266148,0.069146552,0.027648024,0.01283015,0.01307449
0.059553198,0.048725681,0.029269935,0.025639813,0.021053577,0.030159137,0.027093602,0.025328251,0.016425328,0.011666386,0.074443648,0.028563499,0.01173933,0.012333597
0.061098979,0.04846123,0.029411183,0.025353435,0.021740874,0.030456731,0.027445744,0.026203645,0.015922911,0.011673765,0.074015073,0.028657776,0.011699688,0.012135729
0.062644761,0.04819678,0.029552431,0.025067058,0.022428171,0.030754326,0.027797887,0.027079039,0.015420494,0.011681144,0.073586498,0.028752053,0.011660046,0.011937862
0.064190543,0.047932329,0.02969368,0.02478068,0.023115468,0.03105192,0.028150029,0.027954433,0.014918076,0.011688522,0.073157922,0.028846331,0.011620404,0.011739994
0.065736324,0.047667879,0.029834928,0.024494303,0.023802765,0.031349514,0.028502171,0.028829826,0.014415659,0.011695901,0.072729347,0.028940608,0.011580762,0.011542127
0.067282106,0.047403428,0.029976176,0.024207925,0.024490062,0.031647109,0.028854314,0.02970522,0.013913242,0.01170328,0.072300772,0.029034885,0.01154112,0.01134426
0.068827887,0.047138978,0.030117424,0.023921548,0.025177359,0.031944703,0.029206456,0.030580614,0.013410825,0.011710659,0.071872197,0.029129162,0.011501478,0.011146392
0.067625087,0.047671628,0.029737492,0.02422449,0.026596745,0.032268988,0.029674577,0.030951837,0.013189598,0.011404675,0.070030857,0.030195201,0.011313911,0.010862206
0.066422288,0.048204279,0.029357561,0.024527431,0.028016131,0.032593273,0.030142698,0.03132306,0.012968371,0.011098691,0.068189517,0.031261239,0.011126344,0.010578021
0.065219488,0.048736929,0.028977629,0.024830373,0.029435518,0.032917559,0.030610818,0.031694284,0.012747144,0.010792708,0.066348178,0.032327278,0.010938776,0.010293835
0.064016688,0.049269579,0.028597697,0.025133315,0.030854904,0.033241844,0.031078939,0.032065507,0.012525917,0.010486724,0.064506838,0.033393316,0.010751209,0.010009649
0.062914021,0.047293596,0.028208936,0.024432417,0.033498864,0.033632063,0.031190939,0.031602525,0.013346611,0.010498486,0.060525519,0.032933528,0.010541362,0.010170906
0.061811353,0.045317613,0.027820174,0.023731519,0.036142824,0.034022282,0.031302939,0.031139543,0.014167305,0.010510248,0.056544199,0.03247374,0.010331514,0.010332163
0.060708685,0.043341631,0.027431413,0.023030622,0.038786784,0.0344125,0.031414939,0.030676561,0.014987999,0.010522009,0.05256288,0.032013951,0.010121667,0.010493419
0.059606018,0.041365648,0.027042651,0.022329724,0.041430744,0.034802719,0.031526939,0.030213579,0.015808693,0.010533771,0.048581561,0.031554163,0.00991182,0.010654676
0.056858481,0.038669112,0.025921671,0.021668121,0.043086588,0.035227006,0.033865358,0.029774072,0.01796338,0.010429762,0.04787981,0.031369254,0.010025158,0.010734618
0.054110943,0.035972575,0.024800691,0.021006517,0.044742431,0.035651294,0.036203778,0.029334566,0.020118068,0.010325752,0.04717806,0.031184344,0.010138497,0.01081456
0.051363406,0.033276039,0.023679711,0.020344914,0.046398275,0.036075581,0.038542197,0.028895059,0.022272755,0.010221743,0.046476309,0.030999435,0.010251835,0.010894502
0.047897651,0.032831596,0.023589093,0.020227762,0.048634542,0.042404251,0.043486919,0.030844653,0.031755344,0.010670969,0.046678811,0.031605437,0.010680554,0.010229797
0.044431897,0.032387152,0.023498475,0.02011061,0.050870808,0.04873292,0.048431641,0.032794247,0.041237934,0.011120195,0.046881312,0.03221144,0.011109274,0.009565092
0.041481552,0.031795418,0.023670865,0.019267726,0.048333832,0.053247092,0.059582491,0.035696224,0.051067801,0.010196851,0.042142768,0.033672064,0.010476395,0.012906957
0.038531206,0.031203685,0.023843256,0.018424843,0.045796856,0.057761265,0.070733341,0.038598202,0.060897668,0.009273508,0.037404225,0.035132687,0.009843516,0.016248822
0.039442317,0.034011281,0.023919391,0.020217956,0.04406204,0.059279859,0.072368155,0.044468808,0.068464511,0.010137336,0.039399542,0.041839978,0.010320036,0.0157542
0.040353429,0.036818878,0.023995526,0.022011069,0.042327225,0.060798453,0.074002969,0.050339414,0.076031355,0.011001164,0.04139486,0.048547268,0.010796556,0.015259578
0.039959005,0.036559531,0.023662982,0.021140137,0.03921983,0.058257169,0.073825112,0.051293383,0.071886502,0.010121188,0.039490808,0.048666532,0.01074703,0.019262826
0.039564582,0.036300183,0.023330438,0.020269205,0.036112435,0.055715885,0.073647256,0.052247352,0.067741649,0.009241212,0.037586755,0.048785796,0.010697503,0.023266073
0.039170158,0.036040836,0.022997894,0.019398273,0.03300504,0.053174602,0.073469399,0.053201321,0.063596796,0.008361237,0.035682702,0.04890506,0.010647976,0.027269321
0.038775735,0.035781489,0.02266535,0.018527341,0.029897645,0.050633318,0.073291542,0.05415529,0.059451943,0.007481261,0.03377865,0.049024324,0.01059845,0.031272569
0.037730556,0.035500693,0.023962825,0.017729734,0.028302251,0.050214941,0.073689977,0.057302909,0.055225305,0.007700931,0.033190649,0.052610554,0.011765,0.031594083
0.036685376,0.035219897,0.025260299,0.016932126,0.026706857,0.049796565,0.074088412,0.060450528,0.050998666,0.007920602,0.032602648,0.056196784,0.012931549,0.031915597
0.035640197,0.0349391,0.026557774,0.016134519,0.025111463,0.049378188,0.074486847,0.063598146,0.046772028,0.008140273,0.032014648,0.059783014,0.014098098,0.03223711
0.034595018,0.034658304,0.027855249,0.015336912,0.023516069,0.048959811,0.074885282,0.066745765,0.04254539,0.008359943,0.031426647,0.063369244,0.015264648,0.032558624
0.037132016,0.036600423,0.030238277,0.015536872,0.023699453,0.049659177,0.071064354,0.067661288,0.045257144,0.007928928,0.032115259,0.064471493,0.01635965,0.031458299
0.039669015,0.038542542,0.032621304,0.015736831,0.023882836,0.050358543,0.067243426,0.068576811,0.047968898,0.007497914,0.032803872,0.065573743,0.017454651,0.030357975
0.042206013,0.040484662,0.035004331,0.015936791,0.02406622,0.05105791,0.063422499,0.069492334,0.050680652,0.0070669,0.033492485,0.066675992,0.018549652,0.02925765
0.044743011,0.042426781,0.037387359,0.016136751,0.024249604,0.051757276,0.059601571,0.070407857,0.053392406,0.006635885,0.034181097,0.067778241,0.019644654,0.028157325
0.0436614,0.041914101,0.037850144,0.016087161,0.024855891,0.049458317,0.056849782,0.065728016,0.049975153,0.007022933,0.033457459,0.068454107,0.021566357,0.028835775
0.042579788,0.041401422,0.03831293,0.016037571,0.025462178,0.047159357,0.054097992,0.061048176,0.0465579,0.00740998,0.03273382,0.069129972,0.023488061,0.029514224
0.041498176,0.040888742,0.038775715,0.015987981,0.026068465,0.044860397,0.051346203,0.056368335,0.043140647,0.007797028,0.032010181,0.069805838,0.025409764,0.030192673
0.040416565,0.040376063,0.0392385,0.015938391,0.026674752,0.042561438,0.048594414,0.051688494,0.039723394,0.008184076,0.031286543,0.070481704,0.027331468,0.030871123
0.040893311,0.040180871,0.040024129,0.016272927,0.027003519,0.043136995,0.04830272,0.04989715,0.038081811,0.007879282,0.031663757,0.073329859,0.027698654,0.028947196
0.041370057,0.03998568,0.040809757,0.016607464,0.027332285,0.043712553,0.048011025,0.048105807,0.036440229,0.007574489,0.032040971,0.076178014,0.02806584,0.027023268
0.041846803,0.039790488,0.041595385,0.016942,0.027661051,0.04428811,0.047719331,0.046314463,0.034798647,0.007269695,0.032418184,0.079026168,0.028433025,0.025099341
0.042323549,0.039595297,0.042381014,0.017276536,0.027989818,0.044863667,0.047427637,0.044523119,0.033157064,0.006964901,0.032795398,0.081874323,0.028800211,0.023175414
0.041493696,0.040983636,0.04236562,0.019524855,0.029947436,0.043523568,0.046149216,0.043598169,0.033176003,0.007601077,0.033337359,0.075967058,0.029333328,0.024196332
0.040663843,0.042371975,0.042350227,0.021773173,0.031905055,0.042183469,0.044870795,0.042673219,0.033194943,0.008237253,0.03387932,0.070059793,0.029866444,0.02521725
0.039833989,0.043760313,0.042334834,0.024021492,0.033862673,0.04084337,0.043592374,0.041748269,0.033213882,0.008873428,0.034421282,0.064152528,0.030399561,0.026238168
0.039004136,0.045148652,0.04231944,0.02626981,0.035820291,0.039503271,0.042313953,0.040823319,0.033232821,0.009509604,0.034963243,0.058245263,0.030932678,0.027259086
0.041375357,0.043601191,0.042910058,0.029255823,0.036651558,0.035798372,0.038359253,0.038119526,0.029657423,0.011922562,0.037009575,0.05614775,0.029924416,0.02476484
0.043746577,0.042053731,0.043500675,0.032241835,0.037482825,0.032093472,0.034404553,0.035415733,0.026082024,0.01433552,0.039055906,0.054050238,0.028916155,0.022270593
0.041751679,0.040692395,0.037365919,0.031494803,0.036176874,0.030955484,0.031756978,0.034398891,0.024292576,0.016996188,0.037520769,0.049846239,0.026668553,0.022409183
0.039756781,0.03933106,0.031231164,0.030747771,0.034870923,0.029817495,0.029109404,0.033382049,0.022503128,0.019656857,0.035985632,0.045642239,0.024420951,0.022547773
0.03842152,0.038192238,0.028229296,0.032319397,0.03071219,0.024486194,0.024224936,0.027623545,0.020810107,0.023344421,0.032507287,0.040347241,0.022994562,0.019734488
0.037086258,0.037053416,0.025227428,0.033891024,0.026553457,0.019154894,0.019340468,0.021865041,0.019117086,0.027031985,0.029028941,0.035052244,0.021568173,0.016921203
0.034006394,0.033309956,0.023639627,0.031401073,0.025013103,0.018695602,0.019060187,0.021457384,0.01786315,0.03075175,0.027067669,0.030185294,0.020770653,0.018084665
0.030926531,0.029566496,0.022051825,0.028911122,0.023472748,0.01823631,0.018779906,0.021049727,0.016609214,0.034471514,0.025106397,0.025318344,0.019973132,0.019248128
0.027919612,0.028198569,0.022331693,0.028941456,0.020076704,0.016088628,0.018876574,0.020661194,0.01424068,0.035797012,0.021718277,0.022020303,0.0180452,0.018582913
0.024912693,0.026830643,0.022611562,0.02897179,0.01668066,0.013940946,0.018973242,0.02027266,0.011872146,0.03712251,0.018330156,0.018722262,0.016117267,0.017917698
0.021695009,0.023696664,0.021122548,0.025958373,0.016287666,0.014053908,0.017241957,0.019803661,0.012163638,0.04097588,0.017496705,0.01557174,0.016563581,0.019213229
0.018477324,0.020562685,0.019633533,0.022944956,0.015894672,0.014166869,0.015510673,0.019334661,0.01245513,0.044829251,0.016663253,0.012421218,0.017009894,0.02050876
0.01639273,0.018717905,0.018629179,0.022747024,0.014715042,0.014036031,0.015223383,0.01735269,0.010178052,0.03975906,0.015253475,0.010375683,0.014922745,0.017994341
0.014308136,0.016873125,0.017624825,0.022549092,0.013535413,0.013905194,0.014936094,0.015370719,0.007900974,0.03468887,0.013843697,0.008330148,0.012835596,0.015479922
0.012522972,0.015788681,0.017824775,0.020169595,0.013803312,0.013824515,0.014876305,0.014862108,0.008015974,0.036599383,0.013603841,0.008115891,0.012693309,0.016303604
0.010737807,0.014704238,0.018024724,0.017790098,0.01407121,0.013743837,0.014816517,0.014353497,0.008130974,0.038509897,0.013363985,0.007901633,0.012551022,0.017127287
0.008991554,0.012792328,0.016905015,0.016932116,0.013203812,0.013046653,0.01397736,0.013645768,0.007373557,0.034905091,0.011860846,0.006683596,0.011997666,0.016348149
0.007245301,0.010880418,0.015785306,0.016074134,0.012336413,0.01234947,0.013138204,0.01293804,0.00661614,0.031300285,0.010357707,0.005465559,0.011444309,0.015569012
0.18729624,0.145219326,0.087662456,0.094208158,0.144882035,0.142187819,0.12706523,0.099413862,0.073812576,0.135762395,0.135507183,0.151367826,0.072517178,0.100549124
0.175155801,0.135824833,0.082708662,0.092504692,0.137453765,0.139099534,0.121864967,0.095657701,0.071592016,0.126357514,0.131930552,0.144754363,0.0686752,0.096742104
0.163015362,0.12643034,0.077754869,0.090801225,0.130025494,0.13601125,0.116664704,0.09190154,0.069371456,0.116952633,0.128353922,0.138140901,0.064833222,0.092935084
0.150874923,0.117035847,0.072801075,0.089097759,0.122597224,0.132922965,0.111464441,0.088145379,0.067150896,0.107547752,0.124777291,0.131527438,0.060991244,0.089128064
0.138734483,0.107641355,0.067847282,0.087394292,0.115168953,0.129834681,0.106264177,0.084389219,0.064930337,0.098142872,0.12120066,0.124913976,0.057149267,0.085321044
0.126594044,0.098246862,0.062893488,0.085690826,0.107740683,0.126746396,0.101063914,0.080633058,0.062709777,0.088737991,0.117624029,0.118300513,0.053307289,0.081514024
0.114453605,0.088852369,0.057939695,0.083987359,0.100312412,0.123658112,0.095863651,0.076876897,0.060489217,0.07933311,0.114047399,0.111687051,0.049465311,0.077707004
0.102313166,0.079457876,0.052985901,0.082283893,0.092884142,0.120569827,0.090663388,0.073120736,0.058268657,0.069928229,0.110470768,0.105073588,0.045623333,0.073899984
0.099164821,0.077440534,0.052818582,0.080374443,0.089048957,0.117081591,0.088254548,0.070407076,0.055481414,0.066940593,0.105906645,0.101467287,0.044277252,0.071593028
0.096016477,0.075423193,0.052651262,0.078464993,0.085213773,0.113593354,0.085845707,0.067693415,0.052694172,0.063952957,0.101342521,0.097860986,0.042931172,0.069286073
0.092868132,0.073405851,0.052483943,0.076555543,0.081378588,0.110105118,0.083436867,0.064979755,0.049906929,0.060965321,0.096778398,0.094254685,0.041585091,0.066979117
0.089719787,0.07138851,0.052316624,0.074646093,0.077543404,0.106616882,0.081028026,0.062266095,0.047119687,0.057977685,0.092214274,0.090648384,0.04023901,0.064672161
0.086571442,0.069371168,0.052149305,0.072736643,0.073708219,0.103128645,0.078619186,0.059552434,0.044332444,0.054990049,0.087650151,0.087042083,0.03889293,0.062365206
0.083423098,0.067353826,0.051981985,0.070827193,0.069873035,0.099640409,0.076210345,0.056838774,0.041545202,0.052002413,0.083086028,0.083435782,0.037546849,0.06005825
0.080274753,0.065336485,0.051814666,0.068917744,0.06603785,0.096152173,0.073801505,0.054125114,0.038757959,0.049014776,0.078521904,0.079829482,0.036200768,0.057751294
0.077126408,0.063319143,0.051647347,0.067008294,0.062202666,0.092663936,0.071392664,0.051411453,0.035970716,0.04602714,0.073957781,0.076223181,0.034854688,0.055444339
0.073978063,0.061301802,0.051480028,0.065098844,0.058367481,0.0891757,0.068983823,0.048697793,0.033183474,0.043039504,0.069393657,0.07261688,0.033508607,0.053137383
0.070829718,0.05928446,0.051312708,0.063189394,0.054532297,0.085687464,0.066574983,0.045984133,0.030396231,0.040051868,0.064829534,0.069010579,0.032162526,0.050830427
0.067681374,0.057267119,0.051145389,0.061279944,0.050697112,0.082199227,0.064166142,0.043270472,0.027608989,0.037064232,0.06026541,0.065404278,0.030816446,0.048523472
0.064533029,0.055249777,0.05097807,0.059370494,0.046861928,0.078710991,0.061757302,0.040556812,0.024821746,0.034076596,0.055701287,0.061797977,0.029470365,0.046216516
0.060892273,0.053487215,0.048992515,0.057635369,0.046439069,0.077361858,0.060689597,0.039203338,0.025729813,0.034346993,0.055218267,0.060752543,0.029486876,0.045859101
0.057251517,0.051724652,0.047006959,0.055900245,0.04601621,0.076012724,0.059621892,0.037849865,0.026637881,0.034617391,0.054735246,0.059707109,0.029503387,0.045501687
0.053610761,0.04996209,0.045021404,0.05416512,0.045593351,0.074663591,0.058554187,0.036496391,0.027545948,0.034887788,0.054252226,0.058661675,0.029519898,0.045144272
0.049970006,0.048199528,0.043035848,0.052429996,0.045170492,0.073314457,0.057486482,0.035142918,0.028454016,0.035158185,0.053769205,0.057616241,0.02953641,0.044786858
0.04632925,0.046436966,0.041050293,0.050694871,0.044747633,0.071965324,0.056418777,0.033789444,0.029362083,0.035428582,0.053286185,0.056570807,0.029552921,0.044429443
0.042688494,0.044674403,0.039064737,0.048959747,0.044324774,0.07061619,0.055351072,0.032435971,0.030270151,0.03569898,0.052803164,0.055525373,0.029569432,0.044072029
0.039047738,0.042911841,0.037079182,0.047224622,0.043901915,0.069267057,0.054283367,0.031082497,0.031178218,0.035969377,0.052320144,0.054479939,0.029585943,0.043714614
0.041179822,0.043171655,0.037351087,0.046663327,0.043394659,0.068511401,0.054213803,0.031092646,0.029035105,0.034732299,0.053189561,0.054052217,0.028790575,0.042800206
0.043311905,0.043431468,0.037622992,0.046102033,0.042887402,0.067755744,0.054144239,0.031102795,0.026891991,0.033495221,0.054058978,0.053624494,0.027995208,0.041885797
0.045443989,0.043691282,0.037894897,0.045540738,0.042380146,0.067000088,0.054074675,0.031112944,0.024748878,0.032258143,0.054928395,0.053196772,0.02719984,0.040971389
0.047576073,0.043951095,0.038166801,0.044979443,0.041872889,0.066244432,0.05400511,0.031123092,0.022605765,0.031021064,0.055797811,0.052769049,0.026404473,0.04005698
0.049708157,0.044210909,0.038438706,0.044418148,0.041365633,0.065488776,0.053935546,0.031133241,0.020462652,0.029783986,0.056667228,0.052341327,0.025609105,0.039142572
0.05184024,0.044470722,0.038710611,0.043856854,0.040858376,0.064733119,0.053865982,0.03114339,0.018319538,0.028546908,0.057536645,0.051913604,0.024813738,0.038228163
0.053972324,0.044730536,0.038982516,0.043295559,0.04035112,0.063977463,0.053796418,0.031153539,0.016176425,0.02730983,0.058406062,0.051485882,0.02401837,0.037313755
0.053325195,0.043628373,0.037902867,0.041853897,0.040209215,0.062413496,0.052957274,0.031132316,0.016240991,0.026310684,0.058054529,0.049048205,0.023231664,0.036158593
0.052678067,0.04252621,0.036823219,0.040412236,0.040067311,0.060849529,0.05211813,0.031111093,0.016305558,0.025311537,0.057702996,0.046610527,0.022444958,0.03500343
0.052030938,0.041424046,0.03574357,0.038970574,0.039925406,0.059285562,0.051278986,0.03108987,0.016370124,0.024312391,0.057351463,0.04417285,0.021658252,0.033848268
0.05138381,0.040321883,0.034663921,0.037528912,0.039783502,0.057721595,0.050439842,0.031068648,0.016434691,0.023313244,0.05699993,0.041735173,0.020871545,0.032693106
0.050736681,0.03921972,0.033584273,0.036087251,0.039641597,0.056157628,0.049600698,0.031047425,0.016499257,0.022314098,0.056648397,0.039297495,0.020084839,0.031537943
0.050089553,0.038117557,0.032504624,0.034645589,0.039499693,0.054593661,0.048761554,0.031026202,0.016563824,0.021314951,0.056296864,0.036859818,0.019298133,0.030382781
0.048719572,0.036804439,0.031655733,0.033735281,0.039048715,0.055793826,0.04853156,0.030391978,0.016040308,0.020303476,0.051188747,0.038325454,0.018494841,0.031487766
0.04734959,0.03549132,0.030806842,0.032824973,0.038597737,0.056993991,0.048301567,0.029757754,0.015516792,0.019292001,0.04608063,0.039791091,0.017691549,0.032592751
0.045979609,0.034178201,0.029957951,0.031914665,0.03814676,0.058194157,0.048071573,0.029123529,0.014993276,0.018280526,0.040972514,0.041256727,0.016888257,0.033697735
0.044609628,0.032865083,0.02910906,0.031004357,0.037695782,0.059394322,0.047841579,0.028489305,0.01446976,0.017269051,0.035864397,0.042722363,0.016084965,0.03480272
0.043789248,0.032985723,0.027692708,0.029817625,0.037680227,0.061060662,0.047789413,0.027054963,0.015733747,0.016604968,0.034431194,0.042439713,0.015680965,0.03468293
0.042968869,0.033106363,0.026276355,0.028630893,0.037664672,0.062727002,0.047737247,0.025620621,0.016997734,0.015940886,0.032997992,0.042157063,0.015276965,0.034563139
0.042148489,0.033227002,0.024860002,0.027444161,0.037649117,0.064393342,0.047685081,0.024186279,0.018261721,0.015276803,0.031564789,0.041874412,0.014872966,0.034443348
0.041328109,0.033347642,0.02344365,0.026257429,0.037633562,0.066059682,0.047632915,0.022751937,0.019525708,0.01461272,0.030131586,0.041591762,0.014468966,0.034323558
0.038493487,0.03280781,0.022948009,0.02554063,0.036459047,0.072135984,0.05121436,0.023367237,0.0207555,0.0134532,0.029189075,0.042306167,0.014198845,0.034749168
